Open_Date,Phase_Found,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Injected,Severity,Priority,Close_Date,Defect_Location,Sequence
"1993-08-23","FCT","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","CODE","3","","1993-09-27","FUNCCOMP",212
"1993-08-25","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD","4","","1993-11-10","",213
"1993-08-26","BLD","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Installability","","CODE","3","","1993-08-26","BUILD",214
"1993-08-27","BLD","Build/Package/Merge","INCORRECT","Vendor/Imported","Installability","","CODE","1","","1993-08-27","BUILD",215
"1993-08-28","BLD","Assignment/Initialization","MISSING","Vendor/Imported","Capability","","CODE","3","","1993-08-30","UNIT",216
"1993-08-28","FCT","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-08-28","CODE",217
"1993-08-30","BLD","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1993-08-30","BUILD",218
"1993-08-31","UT","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-08-31","UNIT",219
"1993-08-31","BLD","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1993-08-31","BUILD",220
"1993-08-31","BLD","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1993-08-31","BUILD",221
"1993-08-31","UT","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-08-31","UNIT",222
"1993-09-01","BLD","Build/Package/Merge","INCORRECT","Vendor/Imported","Reliability/Avail","","CODE","1","","1993-09-01","BUILD",223
"1993-09-01","FCT","Checking","INCORRECT","Vendor/Imported","Capability","","CODE","2","","1993-09-02","FUNCCOMP",224
"1993-09-02","FCT","Interface","INCORRECT","Vendor/Imported","Usability","","CODE","2","","1993-09-02","FUNCCOMP",225
"1993-09-02","ST","Timing/Serialization","MISSING","New_Funct/Rewritten","Usability","","CLD","2","","1993-11-17","SYSTEM",226
"1993-09-02","BLD","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","1","","1993-09-03","FUNCCOMP",227
"1993-09-06","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-02-14","FUNCCOMP",228
"1993-09-07","FCT","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-09-07","UNIT",229
"1993-09-07","FCT","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-09-08","UNIT",230
"1993-09-07","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","1","","1993-09-08","",231
"1993-09-09","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE","2","","1993-09-09","UNIT",232
"1993-09-09","FCT","Checking","INCORRECT","New_Funct/Rewritten","Performance","","CODE","3","","1993-09-21","UNIT",233
"1993-09-20","UT","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","4","","1993-10-21","UNIT",234
"1993-09-21","FCT","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","PLD","2","","1993-09-23","FUNCCOMP",235
"1993-09-21","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","1","","1993-09-22","FUNCCOMP",236
"1993-09-22","FCT","Interface","INCORRECT","New_Funct/Rewritten","Integrity/Security","","CLD","2","","1993-11-11","FUNCCOMP",237
"1993-09-22","FCT","Checking","INCORRECT","New_Funct/Rewritten","Usability","","CLD","3","","1994-01-03","UNIT",238
"1993-09-23","FCT","Function","MISSING","New_Funct/Rewritten","Usability","","MLD","3","","1993-09-27","UNIT",239
"1993-09-23","FCT","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CLD","2","","1993-11-10","FUNCCOMP",240
"1993-10-01","FCT","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-01-19","UNIT",241
"1993-10-04","BLD","Build/Package/Merge","INCORRECT","","Reliability/Avail","","CODE","3","","1993-10-04","BUILD",242
"1993-10-04","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-10-18","FUNCCOMP",243
"1993-10-04","FCT","Function","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE","3","","1994-01-03","FUNCCOMP",244
"1993-10-04","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","CLD","3","","1994-01-03","FUNCCOMP",245
"1993-10-06","FCT","Interface","INCORRECT","New_Funct/Rewritten","Usability","","CLD","3","","1993-11-11","FUNCCOMP",246
"1993-10-06","BLD","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Installability","","CODE","1","","1993-10-06","BUILD",247
"1993-10-06","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-01-03","FUNCCOMP",248
"1993-10-07","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-11-17","FUNCCOMP",249
"1993-10-08","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-03","FUNCCOMP",250
"1993-10-08","FCT","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-01-21","FUNCCOMP",251
"1993-10-09","BLD","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-10-11","FUNCCOMP",252
"1993-10-12","BLD","Documents","MISSING","Prior_Release","Documentation","","CODE","4","","1993-10-12","BUILD",253
"1993-10-12","FCT","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","CODE","4","","1994-01-03","FUNCCOMP",254
"1993-10-14","FCT","","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-11-11","FUNCCOMP",255
"1993-10-14","FCT","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-11-17","FUNCCOMP",256
"1993-10-15","FCT","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-10-27","FUNCCOMP",257
"1993-10-17","FCT","Interface","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1993-11-19","FUNCCOMP",258
"1993-10-19","FCT","Interface","INCORRECT","New_Funct/Rewritten","Usability","","CLD","4","","1993-11-12","FUNCCOMP",259
"1993-10-21","FCT","Interface","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1993-11-29","CODE",260
"1993-10-21","FCT","","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1993-11-18","FUNCCOMP",261
"1993-10-25","UT","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-20","UNIT",262
"1993-10-26","UT","Function","MISSING","New_Funct/Rewritten","Capability","","PLD","3","","1993-10-26","UNIT",263
"1993-10-26","FCT","Checking","INCORRECT","New_Funct/Rewritten","Maintain/Service","","MLD","4","","1993-11-10","FUNCCOMP",264
"1993-10-26","ST","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-10-29","SYSTEM",265
"1993-10-27","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","4","","1993-10-27","UNIT",266
"1993-10-27","UT","Build/Package/Merge","INCORRECT","Rollup/Parallel_Development","Reliability/Avail","","CODE","4","","1993-10-27","UNIT",267
"1993-10-27","FCT","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE","3","","1994-01-13","FUNCCOMP",268
"1993-10-27","ST","Checking","INCORRECT","New_Funct/Rewritten","Usability","","CODE","3","","1993-11-30","SYSTEM",269
"1993-10-28","FCT","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-10-29","FUNCCOMP",270
"1993-10-29","ST","Function","MISSING","New_Funct/Rewritten","Maintain/Service","","CLD","4","","1994-01-15","SYSTEM",271
"1993-11-01","FCT","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Capability","","MLD","2","","1993-11-01","",272
"1993-11-01","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1993-12-02","FUNCCOMP",273
"1993-11-04","FCT","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1993-11-24","FUNCCOMP",274
"1993-11-05","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Integrity/Security","","CODE","2","","1994-01-11","FUNCCOMP",275
"1993-11-05","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-11-19","FUNCCOMP",276
"1993-11-09","FCT","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-02-28","FUNCCOMP",277
"1993-11-09","BLD","Build/Package/Merge","INCORRECT","Rollup/Parallel_Development","Installability","","BASE","3","","1994-01-20","BUILD",278
"1993-11-09","UT","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-11-09","CODE",279
"1993-11-11","ST","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","CODE","3","","1993-11-18","SYSTEM",280
"1993-11-12","BLD","Build/Package/Merge","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","4","","1993-11-12","BUILD",281
"1993-11-15","ST","Timing/Serialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-12-09","FUNCCOMP",282
"1993-11-16","FCT","Interface","INCORRECT","Prior_Release","Reliability/Avail","","BASE","3","","1994-03-02","FUNCCOMP",283
"1993-11-18","FCT","","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-11-19","FUNCCOMP",284
"1993-11-18","GA","Function","INCORRECT","Prior_Release","Capability","","OBJ","4","","1994-03-22","OTHER",285
"1993-11-18","UT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-11-19","UNIT",286
"1993-11-19","FCT","","INCORRECT","New_Funct/Rewritten","Usability","","CODE","4","","1994-01-11","UNIT",287
"1993-11-19","FCT","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CODE","4","","1993-11-19","FUNCCOMP",288
"1993-11-19","FCT","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1994-01-03","FUNCCOMP",289
"1993-11-22","FCT","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Standards","","CODE","3","","1994-01-05","",290
"1993-11-23","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","MLD","3","","1993-11-23","FUNCCOMP",291
"1993-11-30","ST","Timing/Serialization","INCORRECT","PTM/DCR_error","Maintain/Service","","CODE","4","","1993-12-14","FUNCCOMP",292
"1993-11-30","FCT","Build/Package/Merge","MISSING","Rollup/Parallel_Development","Capability","","CODE","2","","1993-11-30","BUILD",293
"1993-11-30","ST","Function","MISSING","New_Funct/Rewritten","Capability","","OBJ","3","","1993-12-06","",294
"1993-12-02","UT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1993-12-07","CODE",295
"1993-12-04","FCT","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD","2","","1993-12-08","FUNCCOMP",296
"1993-12-06","FCT","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1994-01-19","FUNCCOMP",297
"1993-12-06","FCT","","INCORRECT","Rollup/Parallel_Development","Capability","","CODE","3","","1993-12-09","FUNCCOMP",298
"1993-12-06","BLD","Build/Package/Merge","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-12-07","BUILD",299
"1993-12-07","FCT","Assignment/Initialization","INCORRECT","Rollup/Parallel_Development","Capability","","CODE","3","","1993-12-09","",300
"1993-12-07","UT","","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1993-12-07","UNIT",301
"1993-12-07","FCT","Interface","INCORRECT","Rollup/Parallel_Development","Reliability/Avail","","CODE","2","","1993-12-08","FUNCCOMP",302
"1993-12-08","FCT","Function","INCORRECT","New_Funct/Rewritten","Usability","","PLD","4","","1993-12-13","FUNCCOMP",303
"1993-12-08","ST","Build/Package/Merge","INCORRECT","Rollup/Parallel_Development","Capability","","CODE","2","","1993-12-08","FLDEIO",304
"1993-12-09","UT","Build/Package/Merge","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-03","CODE",305
"1993-12-09","FCT","Timing/Serialization","INCORRECT","Prior_Release","Capability","Test Coverage/Variation","BASE","3","","1994-02-28","UNIT",306
"1993-12-09","FCT","Checking","MISSING","New_Funct/Rewritten","Performance","","CLD","4","","1994-01-03","FUNCCOMP",307
"1993-12-09","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Standards","","CODE","3","","1993-12-13","FUNCCOMP",308
"1993-12-10","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-12-13","BUILD",309
"1993-12-13","FCT","Checking","INCORRECT","New_Funct/Rewritten","Usability","","CODE","4","","1993-12-14","FUNCCOMP",310
"1993-12-13","UT","Function","MISSING","New_Funct/Rewritten","Capability","","PLD","3","","1993-12-22","UNIT",311
"1993-12-13","FCT","","INCORRECT","New_Funct/Rewritten","Usability","","CODE","4","","1994-01-20","FUNCCOMP",312
"1993-12-13","FCT","Documents","INCORRECT","New_Funct/Rewritten","Capability","","CODE","4","","1994-01-20","FUNCCOMP",313
"1993-12-13","ST","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE","4","","1994-01-31","FUNCCOMP",314
"1993-12-14","FCT","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE","2","","1993-12-14","FUNCCOMP",315
"1993-12-17","UT","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1993-12-22","UNIT",316
"1993-12-22","UT","Function","INCORRECT","Reused_Code","Capability","","CLD","3","","1994-01-03","UNIT",317
"1994-01-13","ST","Build/Package/Merge","INCORRECT","Rollup/Parallel_Development","Installability","","CODE","3","","1994-01-13","",318
"1993-12-22","ST","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","","BASE","2","","1994-01-07","",319
"1993-12-22","ST","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-01-14","SYSTEM",320
"1993-12-23","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-24","FUNCCOMP",321
"1993-12-29","FCT","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-03-11","FUNCCOMP",322
"1993-12-30","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","4","","1994-01-13","FUNCCOMP",323
"1994-01-03","ST","Build/Package/Merge","INCORRECT","Prior_Release","Installability","","BASE","2","","1994-03-23","OTHER",324
"1994-01-03","FCT","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-01-07","FUNCCOMP",325
"1994-01-05","FCT","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE","4","","1994-03-24","FUNCCOMP",326
"1994-01-05","FCT","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1994-01-22","FUNCCOMP",327
"1994-01-05","FCT","Build/Package/Merge","INCORRECT","Prior_Release","Capability","","BASE","2","","1994-01-18","FUNCCOMP",328
"1994-01-05","FCT","Interface","INCORRECT","New_Funct/Rewritten","Usability","","CODE","4","","1994-01-06","FUNCCOMP",329
"1994-01-05","FCT","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-14","FUNCCOMP",330
"1994-01-05","FCT","Interface","INCORRECT","New_Funct/Rewritten","Usability","","CODE","4","","1994-01-06","FUNCCOMP",331
"1994-01-05","FCT","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1994-01-24","FUNCCOMP",332
"1994-01-05","GA","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-03-15","FUNCCOMP",333
"1994-01-06","FCT","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Installability","","CODE","2","","1994-01-11","BUILD",334
"1994-01-06","FCT","Documents","INCORRECT","Prior_Release","Usability","","CODE","4","","1994-01-11","FUNCCOMP",335
"1994-01-06","BLD","Build/Package/Merge","MISSING","Prior_Release","Installability","","BASE","2","","1994-01-13","BUILD",336
"1994-01-10","ST","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1994-01-13","FLDEIO",337
"1994-01-10","BLD","Build/Package/Merge","INCORRECT","Prior_Release","Installability","","BASE","2","","1994-01-13","BUILD",338
"1994-01-10","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-17","FUNCCOMP",339
"1994-01-11","FCT","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE","3","","1994-01-20","FUNCCOMP",340
"1994-01-12","ST","Documents","INCORRECT","New_Funct/Rewritten","Standards","","CODE","4","","1994-01-23","BUILD",341
"1994-01-12","UT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","CODE","3","","1994-01-20","UNIT",342
"1994-01-13","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","MLD","3","","1994-01-21","CODE",343
"1994-01-13","FCT","Interface","INCORRECT","Reused_Code","Reliability/Avail","","CODE","3","","1994-01-20","FUNCCOMP",344
"1994-01-14","FCT","Interface","INCORRECT","New_Funct/Rewritten","Usability","","MLD","3","","1994-03-10","FUNCCOMP",345
"1994-01-14","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-01-20","FUNCCOMP",346
"1994-01-17","FCT","","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD","2","","1994-01-20","FUNCCOMP",347
"1994-01-17","FCT","Timing/Serialization","INCORRECT","PTM/DCR_error","Reliability/Avail","","CODE","2","","1994-01-21","UNIT",348
"1994-01-18","FCT","Checking","MISSING","New_Funct/Rewritten","Capability","","CODE","4","","1994-01-18","FUNCCOMP",349
"1994-01-18","FCT","Timing/Serialization","INCORRECT","PTM/DCR_error","Reliability/Avail","","CODE","3","","1994-01-21","FUNCCOMP",350
"1994-01-19","GA","Checking","MISSING","Prior_Release","Capability","","BASE","4","","1994-03-23","OTHER",351
"1994-01-20","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","2","","1994-01-20","FUNCCOMP",352
"1994-01-21","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","2","","1994-01-21","FUNCCOMP",353
"1994-01-24","FCT","Documents","INCORRECT","New_Funct/Rewritten","Documentation","","CODE","3","","1994-03-17","OTHER",354
"1994-01-24","BLD","Build/Package/Merge","INCORRECT","Rollup/Parallel_Development","Reliability/Avail","","OBJ","3","","1994-01-24","OTHER",355
"1994-01-24","ST","Build/Package/Merge","INCORRECT","Prior_Release","Standards","","CODE","3","","1994-01-24","BUILD",356
"1994-01-24","BLD","Build/Package/Merge","INCORRECT","Rollup/Parallel_Development","Installability","","CODE","2","","1994-01-24","BUILD",357
"1994-01-26","BLD","Build/Package/Merge","INCORRECT","Reused_Code","Integrity/Security","","CLD","1","","1994-01-26","BUILD",358
"1994-01-26","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-02-14","CODE",359
"1994-01-31","GA","Function","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-03-17","FUNCCOMP",360
"1994-01-31","FCT","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1994-03-11","FUNCCOMP",361
"1994-02-01","FCT","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-02-25","FUNCCOMP",362
"1994-02-01","FCT","Function","INCORRECT","New_Funct/Rewritten","Usability","","BASE","3","","1994-03-10","FUNCCOMP",363
"1994-02-02","FCT","Interface","INCORRECT","New_Funct/Rewritten","Documentation","","PLD","4","","1994-02-18","OTHER",364
"1994-02-03","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-02-10","FUNCCOMP",365
"1994-02-04","GA","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-03-15","FUNCCOMP",366
"1994-02-07","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-03-02","FUNCCOMP",367
"1994-02-08","FCT","Interface","INCORRECT","PTM/DCR_error","Reliability/Avail","","CODE","2","","1994-02-21","FUNCCOMP",368
"1994-02-10","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE","3","","1994-03-24","FUNCCOMP",369
"1994-02-11","UT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-03-04","UNIT",370
"1994-02-12","ST","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Performance","","CLD","2","","1994-03-14","SYSTEM",371
"1994-02-16","UT","","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","CODE","4","","1994-02-17","FUNCCOMP",372
"1994-02-14","UT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","CODE","3","","1994-03-04","FUNCCOMP",373
"1994-02-14","UT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","CODE","3","","1994-02-21","FUNCCOMP",374
"1994-02-14","UT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","CODE","3","","1994-02-15","FUNCCOMP",375
"1994-03-08","FCT","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Rare Situation/Side Effects","CODE","3","","1994-03-09","FUNCCOMP",376
"1994-02-14","FCT","Assignment/Initialization","MISSING","Prior_Release","Usability","Test Coverage/Variation","CODE","3","","1994-03-11","FUNCCOMP",377
"1994-02-17","GA","Interface","INCORRECT","New_Funct/Rewritten","Usability","Test Sequencing/Interaction","CODE","4","","1994-03-03","OTHER",378
"1994-02-18","UT","Interface","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","PLD","3","","1994-02-25","FUNCCOMP",379
"1994-02-18","UT","","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","MLD","3","","1994-03-01","FUNCCOMP",380
"1994-02-23","GA","Build/Package/Merge","MISSING","New_Funct/Rewritten","Documentation","Startup/Restart","CODE","3","","1994-03-03","OTHER",381
"1994-02-25","FCT","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-03-08","FUNCCOMP",382
"1994-02-28","FCT","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","2","","1994-03-04","OTHER",383
"1994-02-28","UT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","MLD","3","","1994-03-01","FUNCCOMP",384
"1994-03-18","FCT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","Test Coverage/Variation","CODE","4","","1994-03-28","FUNCCOMP",385
"1994-03-02","FCT","Checking","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","CODE","3","","1994-03-11","FUNCCOMP",386
"1994-03-07","UT","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE","3","","1994-03-14","FUNCCOMP",387
"1994-03-07","UT","","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","MLD","3","","1994-03-09","FUNCCOMP",388
"1994-03-10","FCT","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","MLD","4","","1994-03-24","FUNCCOMP",389
"1994-03-14","ST","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Performance","Recovery/Exception","CLD","2","","1994-03-15","SYSTEM",390
"1994-03-15","FCT","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","CODE","4","","1994-03-16","FUNCCOMP",391
"1994-03-16","ST","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Concurrency","CLD","3","","1994-03-16","FLDEIO",392
"1994-03-17","GA","Function","INCORRECT","Prior_Release","Capability","Test Coverage/Variation","BASE","3","","1994-03-17","UNIT",393
"1994-03-21","FCT","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE","3","","1994-03-25","FUNCCOMP",394
"1992-11-17","OBJ","Function","MISSING","","Usability","Design NonConformance","OBJ","MAJOR","MED","1992-11-17","PCMLD",395
"1993-05-04","CODE","Checking","INCORRECT","New_Funct/Rewritten","Usability","","CODE","MAJOR","MED","1993-05-04","CODE",396
"1993-05-04","CODE","Checking","INCORRECT","New_Funct/Rewritten","Usability","","CODE","MAJOR","MED","1993-05-04","CODE",397
"1993-05-04","CODE","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","CODE","MAJOR","LOW","1993-05-04","CODE",398
"1993-04-30","MLD","Assignment/Initialization","INCORRECT","Rollup/Parallel_Development","Usability","","CODE","MAJOR","LOW","1993-04-30","PCMLD",399
"1993-04-30","MLD","Function","MISSING","Rollup/Parallel_Development","Documentation","","MLD","MAJOR","LOW","1993-04-30","PCMLD",400
