Open_Date,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Found,Defect_Location,Sequence
"1993-06-09","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","FCT","CODE",265
"1993-06-17","Checking","MISSING","New_Funct/Rewritten","Capability","Test Sequencing/Interaction","FCT","MLD",266
"1993-06-28","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","FCT","CODE",267
"1993-06-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","FCT","CODE",268
"1993-06-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT","CODE",269
"1993-06-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT","CODE",270
"1993-07-02","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","FCT","CODE",271
"1993-07-15","Assignment/Initialization","MISSING","","Capability","","FCT","MLD",272
"1993-07-26","Documents","MISSING","Prior_Release","Documentation","","BLD","BASE",273
"1993-07-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Documentation","","FCT","CODE",274
"1993-08-17","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST","CODE",275
"1993-08-26","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST","MLD",276
"1993-08-30","Checking","MISSING","Prior_Release","Usability","","FCT","CLD",277
"1993-09-02","Interface","INCORRECT","New_Funct/Rewritten","Capability","","ST","CODE",278
"1993-09-17","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT","MLD",279
"1993-09-22","Interface","INCORRECT","New_Funct/Rewritten","Usability","","ST","MLD",280
"1992-11-18","Function","INCORRECT","New_Funct/Rewritten","Capability","Logic Flow","CODE","PLD",281
"1992-11-18","Function","INCORRECT","New_Funct/Rewritten","Capability","Design NonConformance","CODE","PLD",282
"1992-12-21","Function","INCORRECT","","Reliability/Avail","Design NonConformance","CLD","CLD",283
"1992-12-21","Function","INCORRECT","","Reliability/Avail","Design NonConformance","CLD","CLD",284
"1992-12-21","Interface","MISSING","","Reliability/Avail","Design NonConformance","CLD","CLD",285
"1992-12-21","Function","MISSING","","Reliability/Avail","Design NonConformance","CLD","CLD",286
"1992-12-21","Function","MISSING","","Reliability/Avail","Design NonConformance","CLD","CLD",287
"1992-12-21","Algorithm","INCORRECT","","Reliability/Avail","Design NonConformance","CLD","CLD",288
"1992-12-21","Algorithm","INCORRECT","","Reliability/Avail","Design NonConformance","MLD","MLD",289
"1992-12-21","Algorithm","INCORRECT","","Reliability/Avail","Design NonConformance","MLD","MLD",290
"1992-12-21","Algorithm","INCORRECT","","Reliability/Avail","Documentation Content","PLD","PLD",291
"1993-04-14","Algorithm","MISSING","New_Funct/Rewritten","Capability","","UT","CODE",292
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT","CODE",293
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT","CODE",294
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Sequencing/Interaction","UT","CODE",295
"1993-04-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","UT","CODE",296
"1993-04-14","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",297
"1993-04-14","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Rare Situation/Side Effects","UT","MLD",298
"1993-04-14","Checking","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","UT","CODE",299
"1993-04-14","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",300
"1993-04-14","Timing/Serialization","MISSING","New_Funct/Rewritten","Capability","","UT","MLD",301
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",302
"1993-04-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",303
"1993-04-14","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",304
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Design NonConformance","UT","CODE",305
"1993-04-14","Function","MISSING","Prior_Release","Usability","Design NonConformance","UT","CODE",306
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Capability","Design NonConformance","UT","CODE",307
"1993-04-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",308
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Capability","Design NonConformance","UT","CODE",309
"1993-04-14","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",310
"1993-04-14","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",311
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT","CODE",312
"1993-04-14","Timing/Serialization","MISSING","","Capability","Test Coverage/Variation","UT","CODE",313
"1993-04-14","Checking","MISSING","New_Funct/Rewritten","Capability","Test Coverage/Variation","UT","CODE",314
"1993-04-14","Interface","INCORRECT","New_Funct/Rewritten","Capability","","UT","CODE",315
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Design NonConformance","UT","CODE",316
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","Design NonConformance","UT","CODE",317
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","Design NonConformance","UT","CODE",318
"1993-05-26","Interface","INCORRECT","New_Funct/Rewritten","Usability","","UT","CODE",319
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","UT","CODE",320
"1993-05-26","Algorithm","MISSING","New_Funct/Rewritten","Usability","Test Sequencing/Interaction","UT","CODE",321
"1993-05-26","Algorithm","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","UT","CODE",322
"1993-05-26","Interface","INCORRECT","New_Funct/Rewritten","Usability","","UT","CODE",323
"1993-05-26","Checking","INCORRECT","New_Funct/Rewritten","Usability","","UT","CODE",324
"1993-05-26","Interface","INCORRECT","New_Funct/Rewritten","Usability","","UT","CODE",325
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",326
"1992-12-21","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",327
"1992-12-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",328
"1992-12-21","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",329
"1992-12-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",330
"1992-12-21","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",331
"1992-12-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",332
"1992-12-21","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",333
"1992-12-21","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",334
"1992-12-21","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",335
"1992-12-21","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",336
"1992-12-21","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",337
"1992-12-21","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",338
"1992-12-21","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",339
"1992-12-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",340
"1992-12-21","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",341
"1992-12-21","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",342
"1992-12-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",343
"1992-12-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT","CODE",344
"1993-04-25","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE","CODE",345
"1992-12-01","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Design NonConformance","CODE","CODE",346
"1993-03-26","Documents","MISSING","Prior_Release","Standards","Documentation Content","CODE","CODE",347
"1993-03-26","Function","INCORRECT","New_Funct/Rewritten","Usability","Design NonConformance","CODE","CLD",348
"1993-03-26","Function","INCORRECT","New_Funct/Rewritten","Usability","Logic Flow","CODE","CODE",349
"1993-03-26","Function","INCORRECT","New_Funct/Rewritten","Usability","Design NonConformance","CODE","CODE",350
"1993-03-26","Function","INCORRECT","New_Funct/Rewritten","Usability","Design NonConformance","CODE","CODE",351
"1993-03-09","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","CODE","CLD",352
"1993-03-18","Function","MISSING","New_Funct/Rewritten","Capability","Test Coverage/Variation","CODE","MLD",353
"1993-04-05","Function","INCORRECT","Prior_Release","Capability","Test Coverage/Variation","UT","CODE",354
"1992-07-15","Checking","MISSING","","Maintain/Service","Design NonConformance","PLD","PLD",355
"1992-07-15","Function","MISSING","","Maintain/Service","Design NonConformance","PLD","PLD",356
"1992-07-15","Function","MISSING","","Maintain/Service","Design NonConformance","PLD","PLD",357
"1992-07-15","Documents","MISSING","","Migration","Design NonConformance","PLD","PLD",358
"1992-09-22","Interface","INCORRECT","","Standards","Design NonConformance","PLD","PLD",359
"1992-09-22","Interface","INCORRECT","","Migration","Bkwd/Lateral Compatibility","PLD","PLD",360
"1992-09-22","Algorithm","MISSING","","Maintain/Service","Documentation Content","PLD","PLD",361
"1992-09-22","Interface","INCORRECT","","Maintain/Service","Documentation Content","PLD","PLD",362
"1992-09-22","Algorithm","MISSING","","Capability","Design NonConformance","PLD","PLD",363
"1992-09-22","Algorithm","INCORRECT","","Capability","Design NonConformance","PLD","PLD",364
"1993-04-07","Algorithm","INCORRECT","New_Funct/Rewritten","Usability","","CODE","CODE",365
"1993-04-03","Assignment/Initialization","MISSING","Reused_Code","Usability","Design NonConformance","CODE","CODE",366
"1993-04-03","Checking","MISSING","Reused_Code","Usability","","CODE","CODE",367
"1993-04-03","Checking","INCORRECT","Reused_Code","Usability","","CODE","CODE",368
"1993-04-03","Assignment/Initialization","INCORRECT","Reused_Code","Usability","","CODE","CODE",369
"1993-04-03","Checking","INCORRECT","Reused_Code","Usability","","CODE","CODE",370
"1993-04-03","Assignment/Initialization","MISSING","Reused_Code","Usability","","CODE","CODE",371
"1993-04-03","Assignment/Initialization","MISSING","Reused_Code","Usability","","CODE","CODE",372
"1993-04-03","Assignment/Initialization","MISSING","Reused_Code","Usability","","CODE","CODE",373
"1993-04-03","Assignment/Initialization","MISSING","Reused_Code","Usability","","CODE","CODE",374
"1993-04-03","Assignment/Initialization","INCORRECT","Reused_Code","Usability","","CODE","CODE",375
"1993-04-03","Assignment/Initialization","INCORRECT","Reused_Code","Usability","","CODE","CODE",376
"1993-04-03","Timing/Serialization","MISSING","Reused_Code","Usability","","CODE","CODE",377
"1993-04-03","Assignment/Initialization","INCORRECT","Reused_Code","Usability","","CODE","CODE",378
