Open_Date,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Found,Sequence
"1993-01-08","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",489
"1993-01-20","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",490
"1993-01-20","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",491
"1993-01-20","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",492
"1993-01-28","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",493
"1993-02-16","Algorithm","INCORRECT","Rollup/Parallel_Development","Capability","Startup/Restart","WLM",494
"1993-02-18","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","PT",495
"1993-02-21","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",496
"1993-02-22","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Sequencing/Interaction","WLM",497
"1993-02-25","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",498
"1993-02-28","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",499
"1993-02-28","Checking","MISSING","New_Funct/Rewritten","Performance","Bkwd/Lateral Compatibility","WLM",500
"1993-03-04","Function","INCORRECT","New_Funct/Rewritten","Performance","","WLM",501
"1993-03-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",502
"1993-03-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","Workload Volume/Stress","WLM",503
"1993-03-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",504
"1993-03-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",505
"1993-03-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",506
"1993-03-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",507
"1993-03-11","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","ST",508
"1993-03-11","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",509
"1993-03-12","Function","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",510
"1993-03-12","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",511
"1993-03-15","Function","","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",512
"1993-03-15","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",513
"1993-03-15","Function","INCORRECT","","Capability","","WLM",514
"1993-03-15","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",515
"1993-03-16","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","ST",516
"1993-03-16","Timing/Serialization","MISSING","New_Funct/Rewritten","Capability","","WLM",517
"1993-03-16","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",518
"1993-03-16","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",519
"1993-03-17","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",520
"1993-03-17","Function","INCORRECT","New_Funct/Rewritten","Standards","","ST",521
"1993-03-17","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",522
"1993-03-18","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",523
"1993-03-18","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",524
"1993-03-18","Checking","","New_Funct/Rewritten","Reliability/Avail","","ST",525
"1993-03-18","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",526
"1993-03-18","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",527
"1993-03-18","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","WLM",528
"1993-03-19","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",529
"1993-03-19","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","ST",530
"1993-03-19","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",531
"1993-03-23","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",532
"1993-03-24","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",533
"1993-03-25","Timing/Serialization","MISSING","New_Funct/Rewritten","Capability","","WLM",534
"1993-03-25","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",535
"1993-03-26","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",536
"1993-03-30","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","Workload Volume/Stress","WLM",537
"1993-04-01","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",538
"1993-04-03","Checking","INCORRECT","New_Funct/Rewritten","Capability","","PT",539
"1993-04-03","Function","INCORRECT","New_Funct/Rewritten","Integrity/Security","","WLM",540
"1993-04-05","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",541
"1993-04-07","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","ST",542
"1993-04-08","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",543
"1993-04-14","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",544
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",545
"1993-04-15","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",546
"1993-04-15","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",547
"1993-04-16","Interface","INCORRECT","New_Funct/Rewritten","Performance","","ST",548
"1993-04-16","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","Logic Flow","ST",549
"1993-04-19","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",550
"1993-04-19","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",551
"1993-04-19","Function","","New_Funct/Rewritten","Capability","","ST",552
"1993-04-22","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",553
"1993-04-22","Function","MISSING","New_Funct/Rewritten","Capability","","ST",554
"1993-04-27","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",555
"1993-04-27","Function","MISSING","New_Funct/Rewritten","Capability","","ST",556
"1993-04-27","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",557
"1993-04-27","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",558
"1993-04-28","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","ST",559
"1993-04-28","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",560
"1993-04-28","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",561
"1993-05-04","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",562
"1993-05-04","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",563
"1993-05-04","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",564
"1993-05-04","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",565
"1993-05-06","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",566
"1993-05-07","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",567
"1993-05-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",568
"1993-05-10","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",569
"1993-05-10","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",570
"1993-05-11","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",571
"1993-05-11","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",572
"1993-05-11","Checking","INCORRECT","New_Funct/Rewritten","Capability","","ST",573
"1993-05-11","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",574
"1993-05-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",575
"1993-05-12","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","","WLM",576
"1993-05-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",577
"1993-05-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",578
"1993-05-17","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","Workload Volume/Stress","ST",579
"1993-05-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","ST",580
"1993-05-21","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","ST",581
"1993-05-25","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",582
"1993-05-25","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","ST",583
"1993-05-26","Checking","MISSING","New_Funct/Rewritten","Capability","","ST",584
"1993-05-26","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","WLM",585
"1993-05-26","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",586
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",587
"1993-05-27","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",588
"1993-05-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",589
"1993-06-10","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",590
"1993-06-11","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",591
"1993-06-14","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",592
"1993-06-14","Checking","INCORRECT","New_Funct/Rewritten","Capability","Test Sequencing/Interaction","FCT",593
"1993-06-15","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","","ST",594
"1993-06-22","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",595
"1993-06-22","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",596
"1993-06-22","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",597
"1993-06-24","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",598
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",599
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Performance","","WLM",600
"1993-06-26","Algorithm","INCORRECT","Prior_Release","Performance","Logic Flow","WLM",601
"1993-06-27","Checking","INCORRECT","New_Funct/Rewritten","Performance","Design NonConformance","WLM",602
"1993-06-27","Checking","INCORRECT","New_Funct/Rewritten","Performance","Design NonConformance","WLM",603
"1993-06-27","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",604
"1993-06-27","Timing/Serialization","MISSING","New_Funct/Rewritten","Capability","Concurrency","ST",605
"1993-06-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","Test Coverage/Variation","FCT",606
"1993-06-28","Checking","INCORRECT","New_Funct/Rewritten","Capability","","PT",607
"1993-06-28","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","PT",608
"1993-06-29","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",609
"1993-06-29","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",610
"1993-06-30","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",611
"1993-06-30","Interface","INCORRECT","New_Funct/Rewritten","Performance","","WLM",612
"1993-06-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",613
"1993-07-01","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",614
"1993-07-02","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",615
"1993-07-07","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",616
"1993-07-08","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",617
"1993-07-08","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",618
"1993-07-08","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",619
"1993-07-15","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","ST",620
"1993-07-15","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",621
"1993-07-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",622
"1993-07-16","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",623
"1993-07-16","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",624
"1993-07-17","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",625
"1993-07-19","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",626
"1993-07-19","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",627
"1993-07-19","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",628
"1993-07-19","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",629
"1993-07-19","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",630
"1993-07-19","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",631
"1993-07-19","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",632
"1993-07-20","Checking","MISSING","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",633
"1993-07-20","Function","INCORRECT","New_Funct/Rewritten","Capability","Test Sequencing/Interaction","FCT",634
"1993-07-20","Function","MISSING","New_Funct/Rewritten","Performance","","PT",635
"1993-07-20","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",636
"1993-07-21","Checking","MISSING","Prior_Release","Reliability/Avail","","ST",637
"1993-07-21","Assignment/Initialization","MISSING","Prior_Release","Reliability/Avail","","ST",638
"1993-07-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",639
"1993-07-21","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",640
"1993-07-21","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",641
"1993-07-21","Interface","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",642
"1993-07-22","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",643
"1993-07-22","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",644
"1993-07-22","","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",645
"1993-07-22","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","PT",646
"1993-07-22","Assignment/Initialization","INCORRECT","Prior_Release","Reliability/Avail","","WLM",647
"1993-07-22","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","PT",648
"1993-07-22","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","PT",649
"1993-07-23","Function","MISSING","New_Funct/Rewritten","Performance","","PT",650
"1993-07-23","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","WLM",651
"1993-07-24","Function","MISSING","New_Funct/Rewritten","Performance","","PT",652
"1993-07-24","Checking","MISSING","New_Funct/Rewritten","Integrity/Security","Concurrency","WLM",653
"1993-07-26","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",654
"1993-07-26","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",655
"1993-07-26","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","PT",656
"1993-07-27","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","FCT",657
"1993-07-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",658
"1993-07-27","Function","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",659
"1993-07-27","Interface","INCORRECT","New_Funct/Rewritten","Capability","","FCT",660
"1993-07-27","Function","MISSING","New_Funct/Rewritten","Maintain/Service","","ST",661
"1993-07-28","Assignment/Initialization","INCORRECT","","Reliability/Avail","Test Coverage/Variation","FCT",662
"1993-07-28","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",663
"1993-07-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",664
"1993-07-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",665
"1993-07-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",666
"1993-07-29","Checking","INCORRECT","New_Funct/Rewritten","Performance","","ST",667
"1993-07-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","FCT",668
"1993-07-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",669
"1993-07-30","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",670
"1993-07-31","Function","MISSING","New_Funct/Rewritten","Performance","","PT",671
"1993-08-02","Checking","INCORRECT","New_Funct/Rewritten","Capability","","ST",672
"1993-08-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",673
"1993-08-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",674
"1993-08-02","Checking","MISSING","New_Funct/Rewritten","Capability","","FCT",675
"1993-08-02","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",676
"1993-08-03","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",677
"1993-08-03","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",678
"1993-08-03","Function","INCORRECT","New_Funct/Rewritten","Capability","","FCT",679
"1993-08-03","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",680
"1993-08-03","Function","INCORRECT","New_Funct/Rewritten","Performance","","FCT",681
"1993-08-04","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",682
"1993-08-05","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",683
"1993-08-05","Assignment/Initialization","INCORRECT","Prior_Release","Performance","Test Coverage/Variation","FCT",684
"1993-08-05","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",685
"1993-08-05","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",686
"1993-08-05","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",687
"1993-08-05","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",688
"1993-08-06","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",689
"1993-08-06","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",690
"1993-08-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",691
"1993-08-06","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",692
"1993-08-08","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",693
"1993-08-09","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",694
"1993-08-09","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",695
"1993-08-09","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",696
"1993-08-09","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",697
"1993-08-09","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",698
"1993-08-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",699
"1993-08-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",700
"1993-08-10","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","FCT",701
"1993-08-10","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",702
"1993-08-10","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",703
"1993-08-10","Checking","MISSING","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",704
"1993-08-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",705
"1993-08-10","Checking","MISSING","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",706
"1993-08-10","Function","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",707
"1993-08-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Rare Situation/Side Effects","FCT",708
"1993-08-11","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","FCT",709
"1993-08-11","Function","MISSING","New_Funct/Rewritten","Performance","","PT",710
"1993-08-11","Function","MISSING","New_Funct/Rewritten","Performance","","WLM",711
"1993-08-12","Function","INCORRECT","New_Funct/Rewritten","Performance","","WLM",712
"1993-08-12","Function","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",713
"1993-08-12","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",714
"1993-08-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",715
"1993-08-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",716
"1993-08-12","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",717
"1993-08-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",718
"1993-08-13","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",719
"1993-08-13","Assignment/Initialization","INCORRECT","Prior_Release","Maintain/Service","Test Coverage/Variation","FCT",720
"1993-08-14","Checking","INCORRECT","New_Funct/Rewritten","Performance","","ST",721
"1993-08-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","FCT",722
"1993-08-14","Function","MISSING","Rollup/Parallel_Development","Reliability/Avail","Rare Situation/Side Effects","FCT",723
"1993-08-17","Function","INCORRECT","New_Funct/Rewritten","Maintain/Service","Workload Volume/Stress","PT",724
"1993-08-17","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",725
"1993-08-17","Function","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","ST",726
"1993-08-17","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",727
"1993-08-17","Checking","INCORRECT","Prior_Release","Performance","","PT",728
"1993-08-17","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",729
"1993-08-17","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",730
"1993-08-18","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",731
"1993-08-18","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",732
"1993-08-18","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",733
"1993-08-18","Assignment/Initialization","INCORRECT","Prior_Release","Capability","","WLM",734
"1993-08-18","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",735
"1993-08-19","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","ST",736
"1993-08-19","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",737
"1993-08-19","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",738
"1993-08-19","Function","MISSING","New_Funct/Rewritten","Performance","Rare Situation/Side Effects","WLM",739
"1993-08-20","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",740
"1993-08-20","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",741
"1993-08-20","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",742
"1993-08-21","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",743
"1993-08-23","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",744
"1993-08-24","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",745
"1993-08-24","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",746
"1993-08-24","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",747
"1993-08-24","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",748
"1993-08-24","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","WLM",749
"1993-08-24","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",750
"1993-08-25","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",751
"1993-08-26","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","WLM",752
"1993-08-27","Function","MISSING","New_Funct/Rewritten","Performance","","PT",753
"1993-08-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",754
"1993-08-27","Checking","MISSING","New_Funct/Rewritten","Capability","","WLM",755
"1993-08-27","Algorithm","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",756
"1993-08-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",757
"1993-08-30","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",758
"1993-08-30","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",759
"1993-08-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",760
"1993-08-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","FCT",761
"1993-08-31","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",762
"1993-08-31","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",763
"1993-09-01","Checking","MISSING","New_Funct/Rewritten","Capability","Recovery/Exception","WLM",764
"1993-09-01","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","Recovery/Exception","WLM",765
"1993-09-01","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","Recovery/Exception","WLM",766
"1993-09-01","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","FCT",767
"1993-09-01","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",768
"1993-09-01","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",769
"1993-09-01","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",770
"1993-09-01","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",771
"1993-09-01","Function","MISSING","New_Funct/Rewritten","Performance","","PT",772
"1993-09-02","Function","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","WLM",773
"1993-09-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Test Coverage/Variation","WLM",774
"1993-09-03","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Logic Flow","ST",775
"1993-09-03","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",776
"1993-09-04","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",777
"1993-09-04","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",778
"1993-09-04","Function","INCORRECT","New_Funct/Rewritten","Standards","","ST",779
"1993-09-04","Checking","MISSING","New_Funct/Rewritten","Standards","","ST",780
"1993-09-04","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","Recovery/Exception","WLM",781
"1993-09-04","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","Recovery/Exception","ST",782
"1993-09-04","Function","MISSING","New_Funct/Rewritten","Capability","Recovery/Exception","ST",783
"1993-09-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",784
"1993-09-07","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","WLM",785
"1993-09-07","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","Test Coverage/Variation","PT",786
"1993-09-07","","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","FCT",787
"1993-09-07","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",788
"1993-09-07","","INCORRECT","New_Funct/Rewritten","Performance","","FCT",789
